"sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-s1isp7-5 src 4","sc-s1isp7-5 src 5","sc-s1isp7-5 src 6","sc-s1isp7-5 src 7","sc-s1isp7-5 src 8","sc-s1isp7-5 src 9","sc-s1isp7-5 src 10","sc-jGFFOr href","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-1hp8d8a-0","sc-1q7bklc-1","sc-rbbb40-0","sc-1hez2tp-0 3","sc-1hez2tp-0 4","sc-1hez2tp-0 5","sc-1hez2tp-0 6","sc-1hez2tp-0 7","sc-jGFFOr href 2","sc-1hez2tp-0 8","sc-1hez2tp-0 9","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-rbbb40-0 2","sc-1hez2tp-0 10","sc-1hez2tp-0 12","sc-1hez2tp-0 13","sc-s1isp7-5 src 11","sc-1hez2tp-0 14","sc-s1isp7-5 src 12","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-jGFFOr href 3","sc-s1isp7-5 src 15","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-rbbb40-0 3","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 16","sc-1hez2tp-0 19","sc-s1isp7-5 src 17","sc-1hez2tp-0 20","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21","sc-1q7bklc-1 4","sc-rbbb40-0 4","sc-1hez2tp-0 23","sc-s1isp7-5 src 22"
"https://b.zmtcdn.com/data/pictures/6/18691906/fa84b45c618176b5a008e8a599e33f68_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/pictures/4/19217464/dc7b17458d9f4cbe10e9851811da7f5e_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/pictures/chains/8/20346248/eea06d389daf28bf3a7dac8f35326ab6_o2_featured_v2.jpg","https://www.zomato.com/mumbai/supreme-chinese-sakinaka/order","50% OFF up to 100","55 min","Supreme Chinese","3.9","star-fill","Chinese, Shake, Sichuan","₹300 for one","5775+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","5775+ orders placed from here recently","https://www.zomato.com/mumbai/new-lajawaab-seekh-corner-kurla/order","50% OFF up to 100","40 min","New Lajawaab Seekh Corner","3.3","star-fill","North Indian","2875+ orders placed from here recently","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","43 min","","","","https://www.zomato.com/mumbai/bakingo-chakala/order","","Bakery","₹300 for one","Bakingo","4.2","star-fill","4675+ orders placed from here recently","","","","https://www.zomato.com/mumbai/juhu-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","2875+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","","Pro extra 25% OFF",""
"https://b.zmtcdn.com/data/pictures/chains/5/19424905/d6003c446dce5700ff63b2c3b32fa7df_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","https://b.zmtcdn.com/data/pictures/chains/5/36605/74a9674963ddd367fb20a862365fee3e_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/pictures/5/19298655/f71be33dea67ad94d3ede899bb698fcd_o2_featured_v2.jpeg","https://www.zomato.com/mumbai/big-bowl-vile-parle-west/order","50% OFF up to 100","22 min","Big Bowl","3.9","star-fill","Chinese, North Indian, Momos","₹300 for one","2000+ orders placed from here recently","Restaurant partner follows WHO protocol","2000+ orders placed from here recently","https://www.zomato.com/mumbai/monginis-4-powai/order","50% OFF up to 100","37 min","Monginis","","","Bakery, Desserts, Fast Food","925+ orders placed from here recently","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","34 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/food-inn-taste-of-lokhandwala-andheri-lokhandwala/order","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","North Indian, Chinese, Mughlai, Maharashtrian, Biryani, Fast Food, Shake, Sichuan","₹300 for one","Food Inn Taste Of Lokhandwala","3.8","star-fill","11500+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","11500+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/juhu-restaurants","925+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/juhu-restaurants","4.3","star-fill","","https://www.zomato.com/mumbai/juhu-restaurants"
"https://b.zmtcdn.com/data/pictures/8/18324118/c0a4499aecca79f869971129f1c9debf_o2_featured_v2.jpg","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/pictures/chains/9/49189/357eee048bfef6f708d4bebeccbd9cb8_o2_featured_v2.jpg","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/pictures/chains/1/19810451/6e6d1a09b13ad938d1fb5844668306d6_o2_featured_v2.jpg","https://www.zomato.com/mumbai/mao-the-family-restaurant-azad-nagar/order","50% OFF up to 100","27 min","Mao The Family Restaurant","4.0","star-fill","North Indian","₹200 for one","6200+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","6200+ orders placed from here recently","https://www.zomato.com/mumbai/persia-darbar-7-bungalows/order","50% OFF up to 100","29 min","Persia Darbar","3.9","star-fill","Mughlai, North Indian, Chinese, Biryani, Sichuan, Seafood, Shawarma, Desserts","3925+ orders placed from here recently","50% OFF up to 100","https://www.zomato.com/mumbai/juhu-restaurants","30 min","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/nh1-bowls-highway-to-north-vile-parle-west/order","https://www.zomato.com/mumbai/juhu-restaurants","North Indian, Fast Food, Desserts, Beverages","₹200 for one","NH1 Bowls - Highway To North","4.2","star-fill","425+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","425+ orders placed from here recently","https://www.zomato.com/mumbai/juhu-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/juhu-restaurants","3925+ orders placed from here recently","https://www.zomato.com/mumbai/juhu-restaurants","","https://www.zomato.com/mumbai/juhu-restaurants","","","","https://www.zomato.com/mumbai/juhu-restaurants"
"https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/dales-eden-cake-shop-andheri-lokhandwala/order","50% OFF up to 100","30 min","Dale's Eden Cake Shop","4.1","star-fill","Bakery, Desserts, Mithai, Street Food, Fast Food","₹200 for one","6750+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","6750+ orders placed from here recently","https://www.zomato.com/mumbai/veg-sutra-mahakali/order","50% OFF up to 100","36 min","Veg Sutra","","","North Indian, Chinese","5625+ orders placed from here recently","50% OFF up to 100","https://www.zomato.com/mumbai/juhu-restaurants","42 min","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/rangoon-zaika-1-kurla/order","https://www.zomato.com/mumbai/juhu-restaurants","Chinese, North Indian, Mughlai, Malwani, Seafood","₹200 for one","Rangoon Zaika","3.6","star-fill","2925+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","2925+ orders placed from here recently","https://www.zomato.com/mumbai/juhu-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","5625+ orders placed from here recently","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","4.1","star-fill","",""
"https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/nothing-but-chicken-vile-parle-west/order","50% OFF up to 100","18 min","Nothing But Chicken","4.0","star-fill","Salad, Street Food, Fast Food","₹200 for one","2800+ orders placed from here recently","Restaurant partner follows WHO protocol","2800+ orders placed from here recently","https://www.zomato.com/mumbai/akkad-bakkad-bombay-boo-ab3-vile-parle-west/order","50% OFF up to 100","30 min","Akkad Bakkad Bombay Boo - AB3","3.8","star-fill","Sandwich, Pizza, Fast Food","1575+ orders placed from here recently","50% OFF up to 100","","30 min","","","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/mealful-rolls-indias-biggest-rolls-vile-parle-west/order","https://www.zomato.com/mumbai/juhu-restaurants","Wraps, North Indian, Fast Food, Desserts, Beverages","₹200 for one","Mealful Rolls - India's Biggest Rolls","4.4","star-fill","375+ orders placed from here recently","","","","https://www.zomato.com/mumbai/juhu-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","1575+ orders placed from here recently","https://www.zomato.com/mumbai/juhu-restaurants","","https://www.zomato.com/mumbai/juhu-restaurants","","","Pro extra 10% OFF","https://www.zomato.com/mumbai/juhu-restaurants"
"https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/noto-healthy-ice-cream-versova/order","40% OFF","19 min","NOTO - Healthy Ice Cream","4.0","star-fill","Ice Cream, Mithai, Desserts","₹200 for one","2225+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","2225+ orders placed from here recently","https://www.zomato.com/mumbai/fried-chicken-cuisine-2-hill-road-bandra-west/order","50% OFF up to 100","48 min","Fried Chicken Cuisine","","","Fast Food, Burger, Beverages, Desserts, Wraps","1250+ orders placed from here recently","50% OFF up to 100","","43 min","","","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/the-cake-house-kurla/order","https://www.zomato.com/mumbai/juhu-restaurants","Bakery, Desserts","₹200 for one","The Cake House","4.0","star-fill","925+ orders placed from here recently","","","","https://www.zomato.com/mumbai/juhu-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","1250+ orders placed from here recently","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","4.2","star-fill","",""
"https://b.zmtcdn.com/data/pictures/chains/9/49189/357eee048bfef6f708d4bebeccbd9cb8_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/pictures/8/18324118/c0a4499aecca79f869971129f1c9debf_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/pictures/chains/1/19810451/6e6d1a09b13ad938d1fb5844668306d6_o2_featured_v2.jpg","https://www.zomato.com/mumbai/mao-the-family-restaurant-azad-nagar/order","50% OFF up to 100","27 min","Mao The Family Restaurant","4.0","star-fill","North Indian","₹200 for one","6200+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","6200+ orders placed from here recently","https://www.zomato.com/mumbai/persia-darbar-7-bungalows/order","50% OFF up to 100","29 min","Persia Darbar","3.9","star-fill","Mughlai, North Indian, Chinese, Biryani, Sichuan, Seafood, Shawarma, Desserts","3925+ orders placed from here recently","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","30 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/nh1-bowls-highway-to-north-vile-parle-west/order","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","North Indian, Fast Food, Desserts, Beverages","₹200 for one","NH1 Bowls - Highway To North","4.2","star-fill","425+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","425+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/juhu-restaurants","3925+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/juhu-restaurants","","","",""
"https://b.zmtcdn.com/data/pictures/7/37567/ce7efb54e0cfd49fe8b8a4bdaa73cbd3_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/pictures/chains/7/49427/86fb087110b418485a385f73547248fc_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/pictures/7/18781307/78e0503349281a36390ace06270bb2c9_o2_featured_v2.jpg","https://www.zomato.com/mumbai/dales-eden-cake-shop-andheri-lokhandwala/order","50% OFF up to 100","30 min","Dale's Eden Cake Shop","4.1","star-fill","Bakery, Desserts, Mithai, Street Food, Fast Food","₹200 for one","6750+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","6750+ orders placed from here recently","https://www.zomato.com/mumbai/veg-sutra-mahakali/order","50% OFF up to 100","36 min","Veg Sutra","","","North Indian, Chinese","5625+ orders placed from here recently","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","42 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/rangoon-zaika-1-kurla/order","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Chinese, North Indian, Mughlai, Malwani, Seafood","₹200 for one","Rangoon Zaika","3.6","star-fill","2925+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","2925+ orders placed from here recently","https://www.zomato.com/mumbai/juhu-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","5625+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","4.1","star-fill","",""
"https://b.zmtcdn.com/data/pictures/chains/8/48188/007bfa1d2af9a7233bfca54b3005fe9a_o2_featured_v2.jpg","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/pictures/chains/6/18435646/9d10a012131d97553a55c1587586ce7f_o2_featured_v2.jpg","","https://b.zmtcdn.com/data/pictures/chains/2/19309292/dbca7b60731e6d514a616c9cdabc1b30_o2_featured_v2.jpg","https://www.zomato.com/mumbai/nothing-but-chicken-vile-parle-west/order","50% OFF up to 100","18 min","Nothing But Chicken","4.0","star-fill","Salad, Street Food, Fast Food","₹200 for one","2800+ orders placed from here recently","Restaurant partner follows WHO protocol","2800+ orders placed from here recently","https://www.zomato.com/mumbai/akkad-bakkad-bombay-boo-ab3-vile-parle-west/order","50% OFF up to 100","30 min","Akkad Bakkad Bombay Boo - AB3","3.8","star-fill","Sandwich, Pizza, Fast Food","1575+ orders placed from here recently","50% OFF up to 100","","30 min","","","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/mealful-rolls-indias-biggest-rolls-vile-parle-west/order","https://www.zomato.com/mumbai/juhu-restaurants","Wraps, North Indian, Fast Food, Desserts, Beverages","₹200 for one","Mealful Rolls - India's Biggest Rolls","4.4","star-fill","375+ orders placed from here recently","","","","https://www.zomato.com/mumbai/juhu-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","1575+ orders placed from here recently","https://www.zomato.com/mumbai/juhu-restaurants","","https://www.zomato.com/mumbai/juhu-restaurants","","","Pro extra 10% OFF","https://www.zomato.com/mumbai/juhu-restaurants"
"https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/noto-healthy-ice-cream-versova/order","40% OFF","19 min","NOTO - Healthy Ice Cream","4.0","star-fill","Ice Cream, Mithai, Desserts","₹200 for one","2225+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","2225+ orders placed from here recently","https://www.zomato.com/mumbai/fried-chicken-cuisine-2-hill-road-bandra-west/order","50% OFF up to 100","48 min","Fried Chicken Cuisine","","","Fast Food, Burger, Beverages, Desserts, Wraps","1250+ orders placed from here recently","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","43 min","","","","https://www.zomato.com/mumbai/the-cake-house-kurla/order","","Bakery, Desserts","₹200 for one","The Cake House","4.0","star-fill","925+ orders placed from here recently","","","","https://www.zomato.com/mumbai/juhu-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","1250+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","4.2","star-fill","",""
"https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/sweet-truth-cake-and-desserts-santacruz-west/order","50% OFF up to 100","30 min","Sweet Truth - Cake And Desserts","3.8","star-fill","Desserts, Bakery","₹250 for one","200+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","200+ orders placed from here recently","https://www.zomato.com/mumbai/shiv-sagar-juhu/order","50% OFF up to 100","22 min","Shiv Sagar","","","North Indian, South Indian, Chinese, Sandwich, Fast Food, Desserts, Shake, Beverages","1900+ orders placed from here recently","50% OFF up to 100","","25 min","","","","https://www.zomato.com/mumbai/sabri-restaurant-jogeshwari/order","","Chinese, North Indian, Mughlai, Sichuan, Biryani","₹250 for one","Sabri Restaurant","3.5","star-fill","3275+ orders placed from here recently","","","","https://www.zomato.com/mumbai/juhu-restaurants","","https://www.zomato.com/mumbai/juhu-restaurants","","","","","4.1","star-fill","",""
"https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/breadkraft-1-andheri-lokhandwala/order","50% OFF up to 100","29 min","Breadkraft","4.0","star-fill","North Indian, Sandwich, Burger, Rolls, Momos, Shawarma, Fast Food, Street Food","₹250 for one","3525+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","3525+ orders placed from here recently","https://www.zomato.com/mumbai/achija-4-ghatkopar-east/order","50% OFF up to 100","50 min","Achija","","","North Indian, South Indian, Chinese, Fast Food, Beverages, Shake, Desserts","6800+ orders placed from here recently","50% OFF up to 100","https://www.zomato.com/mumbai/juhu-restaurants","35 min","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/francescos-pizzeria-azad-nagar/order","https://www.zomato.com/mumbai/juhu-restaurants","Pizza, Italian, Fast Food","₹250 for one","Francesco's Pizzeria","4.1","star-fill","1550+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","1550+ orders placed from here recently","https://www.zomato.com/mumbai/juhu-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","6800+ orders placed from here recently","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","4.1","star-fill","",""
"https://www.zomato.com/mumbai/juhu-restaurants","","","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/bombay-burgers-bandra-talao-bandra-west/order","50% OFF up to 100","36 min","Bombay Burger's","4.0","star-fill","Burger, Pizza, Rolls, Fast Food","₹250 for one","425+ orders placed from here recently","Restaurant partner follows WHO protocol","425+ orders placed from here recently","https://www.zomato.com/mumbai/the-momo-co-vile-parle-west/order","50% OFF up to 100","25 min","The Momo Co.","3.9","star-fill","Momos, Chinese, Asian","700+ orders placed from here recently","50% OFF up to 100","https://www.zomato.com/mumbai/juhu-restaurants","37 min","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/juhu-restaurants","https://www.zomato.com/mumbai/lucky-restaurant-hill-road-bandra-west/order","","Biryani, North Indian, Chinese, Mughlai, Arabian, Fast Food, Desserts, Beverages","₹250 for one","Lucky Restaurant","4.0","star-fill","8575+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/juhu-restaurants","8575+ orders placed from here recently","","","https://www.zomato.com/mumbai/juhu-restaurants","","https://www.zomato.com/mumbai/juhu-restaurants","","https://www.zomato.com/mumbai/juhu-restaurants","","","","https://www.zomato.com/mumbai/juhu-restaurants"
