"sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-s1isp7-5 src 4","sc-s1isp7-5 src 5","sc-s1isp7-5 src 6","sc-s1isp7-5 src 7","sc-s1isp7-5 src 8","sc-s1isp7-5 src 9","sc-s1isp7-5 src 10","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-1hez2tp-0 3","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hez2tp-0 4","sc-1hez2tp-0 8","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-rbbb40-0 2","sc-1hez2tp-0 9","sc-1hez2tp-0 10","sc-1hez2tp-0 11","sc-1hez2tp-0 12","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-1hez2tp-0 15","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-rbbb40-0 3","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-s1isp7-5 src 11","sc-1hez2tp-0 18","sc-s1isp7-5 src 12","sc-1hez2tp-0 19","sc-s1isp7-5 src 13","sc-1hez2tp-0 20","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-s1isp7-5 src 17","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21"
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","50% OFF up to 100","22 min","South Indian, North Indian, Chinese, Fast Food, Sandwich, Pizza, Beverages, Desserts","Shabari","4.3","₹200 for one","50% OFF up to 100","Sheetal Dugdhalaya","3.9","star-fill","35 min","Desserts","₹200 for one","1400+ orders placed from here recently","","","50% OFF up to 100","Red Chilly","3.4","star-fill","43 min","Chinese, Sichuan","","₹200 for one","","100+ orders placed from here recently","","","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/shabari-goregaon-west/order","https://www.zomato.com/mumbai/sheetal-dugdhalaya-malad-west/order","https://www.zomato.com/mumbai/red-chilly-near-andheri-east-station/order","","","","","",""
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","50% OFF up to 100","30 min","Burger, Wraps, Fast Food, Shake","The Burger Shack Co","4.4","₹200 for one","50% OFF up to 100","Desai Bhaishankar Gaurishankar","3.7","star-fill","33 min","Mithai, Desserts","₹200 for one","1700+ orders placed from here recently","","","50% OFF up to 100","City Samosa","3.9","star-fill","39 min","Street Food, Beverages","","₹200 for one","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","250+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/the-burger-shack-co-andheri-lokhandwala/order","https://www.zomato.com/mumbai/desai-bhaishankar-gaurishankar-malad-east/order","https://www.zomato.com/mumbai/city-samosa-malad-east/order","","","","","",""
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","50% OFF up to 100","55 min","North Indian, Chinese, Mughlai, Sichuan","Grill King","","₹200 for one","50% OFF up to 100","Elementaria Bakery Cafe","3.9","star-fill","51 min","Bakery, Desserts, Italian, North Indian, Shake, Beverages","₹200 for one","775+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","775+ orders placed from here recently","50% OFF up to 100","Spukies - The Veg Sigree","4.0","star-fill","35 min","North Indian, Chinese, Street Food, Fast Food, Sandwich, Biryani, Beverages, Shake","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","7725+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/grill-king-1-goregaon-east/order","https://www.zomato.com/mumbai/elementaria-bakery-cafe-powai/order","https://www.zomato.com/mumbai/spukies-the-veg-sigree-goregaon-east/order","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","7725+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants"
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","50% OFF up to 100","38 min","Italian, Fast Food, Pizza, Beverages","63 By-Lane","3.9","₹300 for one","50% OFF up to 100","The Boston Cafe & Patisserie","4.0","star-fill","23 min","Bakery, Desserts","₹300 for one","2025+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","2025+ orders placed from here recently","50% OFF up to 100","Markaz Restaurant","4.1","star-fill","27 min","Chinese, North Indian, Mughlai, Biryani, Beverages","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","1700+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/63-by-lane-andheri-lokhandwala/order","https://www.zomato.com/mumbai/the-boston-cafe-patisserie-andheri-lokhandwala/order","https://www.zomato.com/mumbai/markaz-restaurant-jogeshwari/order","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","1700+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants"
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","50% OFF up to 100","38 min","South Indian, Street Food","Aradhana Hotel","","₹300 for one","50% OFF up to 100","Kurries & Krolls","4.0","star-fill","43 min","Rolls, North Indian, Mughlai","₹300 for one","50+ orders placed from here recently","","","50% OFF up to 100","Shreejee's","4.1","star-fill","21 min","South Indian, North Indian, Chinese, Fast Food, Street Food, Sichuan","","₹300 for one","","5850+ orders placed from here recently","","Follows all Max Safety measures to ensure your food is safe","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/aradhana-hotel-2-malad-west/order","https://www.zomato.com/mumbai/kurries-krolls-2-goregaon-east/order","https://www.zomato.com/mumbai/shreejees-oshiwara/order","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","5850+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants"
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","50% OFF up to 100","28 min","Fast Food, Beverages, Desserts, Sichuan","Star Juice and Snacks","4.0","₹300 for one","50% OFF up to 100","Samvene - The Bagel Cafe","3.9","star-fill","43 min","Cafe, Salad, Continental, Fast Food, Desserts, Beverages, Shake","₹300 for one","175+ orders placed from here recently","","","50% OFF up to 100","Adarsh Sweet & Farsan","4.4","star-fill","55 min","Street Food, Desserts, Mithai","","₹300 for one","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","1400+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/star-juice-and-snacks-jogeshwari/order","https://www.zomato.com/mumbai/samvene-the-bagel-cafe-malad-west/order","https://www.zomato.com/mumbai/adarsh-sweet-farsan-borivali-west/order","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","1400+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants"
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","50% OFF up to 100","55 min","Desserts, Biryani","Zarine Manchanda's Heavenly Flavours","","₹300 for one","50% OFF up to 100","Breakfast Zone","3.7","star-fill","29 min","Sandwich, Street Food, Tea, Beverages","₹300 for one","625+ orders placed from here recently","","","50% OFF up to 100","Chinese Bro","3.7","star-fill","40 min","Chinese, Asian, Thai, Momos, Italian, Sichuan","","₹300 for one","","275+ orders placed from here recently","","Follows all Max Safety measures to ensure your food is safe","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/zarine-manchandas-heavenly-flavours-4-bungalows/order","https://www.zomato.com/mumbai/breakfast-zone-oshiwara/order","https://www.zomato.com/mumbai/chinese-bro-malad-east/order","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants"
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","50% OFF up to 100","31 min","North Indian, Chinese, Italian","Mahira’s Kitchen","4.3","₹300 for one","50% OFF up to 100","Udupi Express","3.7","star-fill","49 min","South Indian, Maharashtrian","₹300 for one","50+ orders placed from here recently","","","50% OFF up to 100","Kamal Sweets & Farsan","3.0","star-fill","41 min","Mithai, Street Food","","₹300 for one","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/mahiras-kitchen-oshiwara/order","https://www.zomato.com/mumbai/udupi-express-malad-west/order","https://www.zomato.com/mumbai/kamal-sweets-farsan-andheri-lokhandwala/order","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants"
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","50% OFF up to 100","51 min","North Indian, South Indian, Chinese, Biryani, Fast Food, Street Food, Beverages, Shake","Bayleaf","3.7","₹300 for one","50% OFF up to 100","Upvas","3.9","star-fill","51 min","Street Food, Healthy Food","₹300 for one","950+ orders placed from here recently","","","50% OFF up to 100","Chinese Restaurant","3.9","star-fill","47 min","Chinese, Thai, Asian, Sichuan","","₹300 for one","","150+ orders placed from here recently","","Follows all Max Safety measures to ensure your food is safe","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/bayleaf-1-kandivali-east/order","https://www.zomato.com/mumbai/upvas-malad-east/order","https://www.zomato.com/mumbai/chinese-restaurant-malad-east/order","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","150+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants"
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","","50% OFF up to 100","33 min","Momos","Momos Point","3.3","₹300 for one","81 min","Food Point","3.8","star-fill","Chinese","₹300 for one","50% OFF up to 100","","","","50% OFF up to 100","The Break Fast Corner","3.3","star-fill","33 min","Maharashtrian, Street Food, Tea, Beverages","","₹300 for one","","275+ orders placed from here recently","","Follows all Max Safety measures to ensure your food is safe","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/momos-point-oshiwara/order","https://www.zomato.com/mumbai/food-point-chandivali/order","https://www.zomato.com/mumbai/the-break-fast-corner-oshiwara/order","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants"
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","50% OFF up to 100","48 min","Fast Food, South Indian, Beverages","Breakfastlelo.com","4.2","₹300 for one","50% OFF up to 100","Meetha By Radisson","","","39 min","Mithai, Desserts, Street Food","₹300 for one","2475+ orders placed from here recently","","","50% OFF up to 100","Food Express","4.0","star-fill","58 min","Fast Food, Street Food, Burger, Pizza","","₹300 for one","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","150+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/breakfastlelo-com-near-andheri-east-station/order","https://www.zomato.com/mumbai/meetha-by-radisson-1-goregaon-west/order","https://www.zomato.com/mumbai/food-express-malad-west/order","","","","","",""
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","50% OFF up to 100","35 min","Mithai, Beverages","Jain Dugdhalay","4.2","₹150 for one","50% OFF up to 100","Pawri Kitchen","3.8","star-fill","72 min","North Indian, Pasta, Sandwich, Fast Food, Street Food, Desserts","₹150 for one","75+ orders placed from here recently","","","10% OFF","Chai Coffee Paratha","3.6","star-fill","29 min","North Indian, Street Food, Beverages","","₹150 for one","","175+ orders placed from here recently","","","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/jain-dugdhalay-malad-east/order","https://www.zomato.com/mumbai/pawri-kitchen-powai/order","https://www.zomato.com/mumbai/chai-coffee-paratha-jogeshwari/order","","","","","",""
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","","50% OFF up to 100","25 min","Mithai, Desserts, Beverages","Made Of Milk","4.0","₹150 for one","50% OFF up to 100","Pizza & More","4.0","star-fill","44 min","Pizza, Burger","₹150 for one","450+ orders placed from here recently","","","50% OFF up to 100","Mama's By Banjara Dhaba","3.8","star-fill","41 min","Fast Food, Chinese, Mughlai, North Indian, Juices, Beverages, Desserts, Biryani","","₹150 for one","","1350+ orders placed from here recently","","","","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/made-of-milk-andheri-lokhandwala/order","https://www.zomato.com/mumbai/pizza-more-oshiwara/order","https://www.zomato.com/mumbai/mamas-by-banjara-dhaba-malad-west/order","","","","","",""
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","50% OFF up to 100","55 min","Rolls, Street Food, Fast Food","The Egg Magic","4.2","₹150 for one","50% OFF up to 100","Homaid - Your Alternative Kitchen","4.0","star-fill","40 min","North Indian, Biryani","₹150 for one","525+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","525+ orders placed from here recently","50% OFF up to 100","Vadapav & More","3.8","star-fill","42 min","Street Food, Beverages","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/the-egg-magic-mahakali/order","https://www.zomato.com/mumbai/homaid-your-alternative-kitchen-azad-nagar/order","https://www.zomato.com/mumbai/vadapav-more-malad-west/order","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants"
"https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","50% OFF up to 100","41 min","Street Food, South Indian, North Indian, Chinese, Fast Food, Biryani","Udipi Shree Krishna","4.3","₹150 for one","50% OFF up to 100","Blue Park","3.8","star-fill","29 min","North Indian, South Indian, Chinese, Street Food, Fast Food, Beverages","₹150 for one","1675+ orders placed from here recently","Restaurant partner follows WHO protocol","1675+ orders placed from here recently","50% OFF up to 100","Cherry's Kitchen","3.6","star-fill","50 min","Kerala, South Indian, Biryani, Chinese","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","650+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/udipi-shree-krishna-malad-west/order","https://www.zomato.com/mumbai/blue-park-7-bungalows/order","https://www.zomato.com/mumbai/cherrys-kitchen-malad-west/order","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","650+ orders placed from here recently","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants","https://www.zomato.com/mumbai/oshiwara-andheri-west-restaurants"
