"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 13","sc-1hez2tp-0 19","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4","sc-1hez2tp-0 23"
"star-fill","star-fill","star-fill","50% OFF up to 100","12 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bakery, Fast Food, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","925+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","925+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","24 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Rolls, North Indian, Chinese","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Birdy's","3.9","Rolls & Bowls Company","3.8","Restaurant partner follows WHO protocol","175+ orders placed from here recently","Brijwasi Sweets, Original Since 1946 - GD Group","4.3","50% OFF up to 100","37 min","Mithai, Mishti, Desserts, Gujarati, Street Food","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","675+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","675+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/birdys-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/rolls-bowls-company-hill-road-bandra-west/order","https://www.zomato.com/mumbai/brijwasi-sweets-original-since-1946-gd-group-lower-parel/order","","Pro extra 15% OFF"
"star-fill","star-fill","star-fill","50% OFF up to 100","40 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Pasta, Italian, Pizza, Burger, Sandwich, Salad, Healthy Food","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1375+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1375+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","19 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bakery, Desserts, Fast Food","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Smoke House Deli","3.9","Brownie Point","4.3","Restaurant partner follows WHO protocol","900+ orders placed from here recently","Juno's Pizza by EatFit - Baking Fresh Since 1974","3.4","50% OFF up to 100","34 min","Pizza, Fast Food","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","450+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/SmokeHouseDeli-Pali/order","https://www.zomato.com/mumbai/brownie-point-1-khar/order","https://www.zomato.com/mumbai/junos-pizza-by-eatfit-baking-fresh-since-1974-khar/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","29 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Chinese, Momos","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","31 min","","Fast Food, Burger, Rolls, Sichuan","","₹200 for one","","Dimsum Momo Express","3.7","Chunkies - Burgers & Fried Chicken","3.7","","","NOTO - Healthy Ice Cream","4.2","50% OFF up to 100","19 min","Ice Cream, Mithai, Desserts","₹200 for one","","900+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","900+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/dimsum-momo-express-hill-road-bandra-west/order","https://www.zomato.com/mumbai/chunkies-burgers-fried-chicken-bandra-talao-bandra-west/order","https://www.zomato.com/mumbai/noto-healthy-ice-cream-khar/order","","Pro extra 10% OFF"
"star-fill","star-fill","star-fill","50% OFF up to 100","23 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Juices, Shake, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1775+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1775+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","23 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Mithai, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","The Fresh Press","4.5","Jain Dugdhalay","4.2","Restaurant partner follows WHO protocol","300+ orders placed from here recently","Grandmama's Cafe","4.0","50% OFF up to 100","39 min","Cafe, Italian, Continental, Pizza, Burger, American, Pasta, Beverages","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2025+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2025+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/the-fresh-press-linking-road-bandra-west/order","https://www.zomato.com/mumbai/jain-dugdhalay-santacruz-west/order","https://www.zomato.com/mumbai/grandmamas-cafe-juhu/order","",""
"star-fill","","star-fill","50% OFF up to 100","29 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bengali, Biryani, Rolls, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1750+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1750+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","","31 min","","North Indian","","₹200 for one","","The Calcutta Club","3.6","Pure Veg Meals by Lunchbox","","","","Giani's","4.1","50% OFF up to 100","21 min","Ice Cream, Desserts, Beverages","₹200 for one","","1450+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1450+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/the-calcutta-club-khar/order","https://www.zomato.com/mumbai/pure-veg-meals-by-lunchbox-hill-road-bandra-west/order","https://www.zomato.com/mumbai/gianis-carter-road-bandra-west/order","","Pro extra 25% OFF"
"star-fill","star-fill","star-fill","50% OFF up to 100","28 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Seafood, Chinese, Biryani, Malwani, Mughlai, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","950+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","950+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","25 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Mughlai, North Indian, Chinese, Seafood, Biryani, Rolls, Sichuan, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bandra Gomantak","3.7","Sigdi","4.0","Follows all Max Safety measures to ensure your food is safe","4700+ orders placed from here recently","Samosa Singh","3.3","50% OFF up to 100","24 min","North Indian, Street Food, Desserts, Beverages","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/bandra-gomantak-reclamation-bandra-west/order","https://www.zomato.com/mumbai/sigdi-linking-road-bandra-west/order","https://www.zomato.com/mumbai/samosa-singh-khar/order","","Pro extra 10% OFF"
"star-fill","star-fill","star-fill","50% OFF up to 100","36 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Asian, Chinese, Thai, Fast Food, Healthy Food, Burmese, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1725+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1725+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","27 min","","Cafe, Beverages, Salad, Healthy Food, Desserts","","₹300 for one","","BusaGo","4.0","Kitchen Garden By Suzette","4.1","","","Happy8 Salads","3.8","50% OFF","24 min","Salad, Healthy Food","₹300 for one","","475+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/busago-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/kitchen-garden-by-suzette-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/happy8-salads-pali-hill-bandra-west/order","","Pro extra 15% OFF"
"star-fill","star-fill","star-fill","50% OFF up to 100","60 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Beverages, Fast Food, Street Food, Sandwich","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1250+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1250+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","11 min","","Bakery, Desserts, Healthy Food","","₹300 for one","","Tea Post","3.7","The Baker's Dozen","4.1","","","Sassy Teaspoon","4.3","50% OFF up to 100","14 min","Bakery, Desserts, Shake, Coffee, Beverages","₹300 for one","","1275+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1275+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/tea-post-lower-parel/order","https://www.zomato.com/mumbai/the-bakers-dozen-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/sassy-teaspoon-pali-hill-bandra-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","31 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Italian, Mexican, Mediterranean, Fast Food, Beverages, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1425+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1425+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","42 min","","Bakery, Desserts, Italian, North Indian, Shake, Beverages","","₹300 for one","","Ovenfresh","4.0","Elementaria Bakery Cafe","4.1","","","Rodeo Pizza","3.9","50% OFF up to 100","59 min","Pizza, Pasta, Fast Food","₹300 for one","","2675+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2675+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/ovenfresh-dadar-shivaji-park/order","https://www.zomato.com/mumbai/elementaria-bakery-cafe-lower-parel/order","https://www.zomato.com/mumbai/rodeo-pizza-7-bungalows/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","30 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Pizza, Fast Food","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2325+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2325+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","67 min","","Sandwich, Salad, Juices, Beverages","","₹300 for one","","Tossin Pizza","4.1","Green Therapy Co","4.1","","","The Roll Company - TRC","4.1","50% OFF up to 100","42 min","Rolls, North Indian","₹300 for one","","4425+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","4425+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/tossin-pizza-hill-road-bandra-west/order","https://www.zomato.com/mumbai/green-therapy-co-jogeshwari/order","https://www.zomato.com/mumbai/the-roll-company-trc-mahalaxmi/order","",""
"star-fill","","star-fill","50% OFF up to 100","36 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Waffle, Desserts, Shake, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","28 min","","North Indian, Burger, Pizza, Pasta, Beverages, Healthy Food","","₹200 for one","","Miami Waffles & Jawbreakers","3.3","Canteen Central by EatFit","","","","Status","3.9","50% OFF up to 100","38 min","North Indian, Chinese, South Indian, Street Food, Fast Food, Desserts, Beverages","₹200 for one","","1500+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1500+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/miami-waffles-jawbreakers-khar/order","https://www.zomato.com/mumbai/canteen-central-by-eatfit-1-khar/order","https://www.zomato.com/mumbai/status-lower-parel/order","3.3","Pro extra 15% OFF"
"star-fill","star-fill","star-fill","50% OFF up to 100","47 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bakery, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2000+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2000+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","20 min","","Healthy Food, Ice Cream, Desserts, Beverages","","₹200 for one","","The Boston Cafe & Patisserie","3.9","GetAWay - Desserts","4.0","","","Boojee Cafe","4.3","50% OFF up to 100","23 min","Cafe, Sandwich, Fast Food, Continental, Coffee, Burger, Beverages, Desserts","₹200 for one","","6700+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","6700+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/the-boston-cafe-patisserie-andheri-lokhandwala/order","https://www.zomato.com/mumbai/getaway-desserts-dadar-shivaji-park/order","https://www.zomato.com/mumbai/boojee-cafe-carter-road-bandra-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","50 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Mithai, Street Food","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","150+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","150+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","21 min","","Bakery, Desserts","","₹200 for one","","Shree Makhan Bhog","4.2","Cake Basket","4.3","","","Punjab Sind Premium Dairy","4.1","","18 min","Mithai, Desserts, Beverages","₹200 for one","","175+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/shree-makhan-bhog-7-bungalows/order","https://www.zomato.com/mumbai/cake-basket-santacruz-west/order","https://www.zomato.com/mumbai/punjab-sind-premium-dairy-carter-road-bandra-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","55 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Mithai, Street Food, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","59 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Chinese, Mughlai, Kebab, Biryani, Fast Food, Desserts, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bombay Sweet Shop","3.6","Utsav- The Barbeque Restaurant","4.5","Follows all Max Safety measures to ensure your food is safe","1550+ orders placed from here recently","Instawich - Desi Sandwiches","4.1","50% OFF up to 100","49 min","Sandwich, Fast Food, Rolls","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","875+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","875+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/bombay-sweet-shop-byculla/order","https://www.zomato.com/mumbai/utsav-the-barbeque-restaurant-lower-parel/order","https://www.zomato.com/mumbai/instawich-desi-sandwiches-lower-parel/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","46 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","Fast Food, Chinese, South Indian, North Indian, Street Food, Beverages, Desserts, Shake","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","","675+ orders placed from here recently","","Restaurant partner follows WHO protocol","","675+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","49 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","South Indian, Chinese, North Indian, Street Food, Beverages, Sichuan","","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Radhe Shyam","3.8","Udupi Pure Veg","4.1","","","Zinque Patisserie","4.2","50% OFF up to 100","24 min","Bakery, Desserts","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1125+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1125+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/radhe-shyam-lower-parel/order","https://www.zomato.com/mumbai/udupi-pure-veg-lower-parel/order","https://www.zomato.com/mumbai/zinque-patisserie-khar/order","",""
